user_id,social_media_followers_count,social_follower_cat,talent_categories,status,manager_id,interviewed_date,signed_date,int_sign_duration,active,source,sent,inserted_date_pst,age,age_group,state,country,gender,followers_count,video_int_dur,firework_follower_cat,time_zone,lat,long,potential,categories_count,first_category,second_category,third_category,fourth_category,fifth_category
277079,3736,3000-6000,null,not_qualified,33156,7/24/18,7/27/18,3,0,instagram,1,7/17/18,23,18-24,,US,female,8,0,<20,,37.751,-97.822,0,,,,,,
18607,2315,1000-3000,"[""performance""]",active_talent,47,4/30/18,7/18/18,79,1,instagram,0,4/26/18,16,13-17,Georgia,US,male,125,-2,120-200,America/New_York,33.749,-84.388,0,1,performance,,,,
279396,2062,1000-3000,"[""fashion""]",active_talent,223391,7/20/18,7/24/18,4,1,instagram,1,7/18/18,20,18-24,Illinois,US,female,12,0,<20,America/Chicago,38.9517,-92.3342,0,1,fashion,,,,
259046,3138786328,>20000,"[""lifestyle""]",not_interested,883,7/16/18,,,0,instagram,1,7/11/18,28,25-34,,US,male,0,,<20,America/Detroit,,,0,1,lifestyle,,,,
1190,3584,3000-6000,"[""performance""]",active_talent,47,4/10/18,4/12/18,2,1,instagram,0,4/6/18,,UNKNOWN,South Holland,NL,female,186,-4,120-200,Europe/Amsterdam,52.0744,4.3505,0,1,performance,,,,
30593,1635,1000-3000,"[""fashion""]",not_interested,42612,6/6/18,,,0,instagram,0,4/30/18,22,18-24,Delaware,US,male,3,-36,<20,America/New_York,39.1817,-75.5971,0,1,fashion,,,,
192188,130711,>20000,null,active_talent,47,6/6/18,6/10/18,4,1,youtube,0,6/3/18,20,18-24,Karnataka,IN,male,20,1,<20,Asia/Kolkata,12.9833,77.5833,0,,,,,,
247288,4924,3000-6000,"[""performance""]",not_interested,883,7/5/18,,,0,instagram,1,7/4/18,37,35+,New York,US,female,2,-1,<20,America/New_York,40.8309,-73.907,0,1,performance,,,,
249161,2417,1000-3000,"[""comedy""]",active_talent,42612,7/5/18,7/10/18,5,1,instagram,0,7/5/18,26,25-34,New Jersey,US,male,4,0,<20,America/New_York,,,0,1,comedy,,,,
274349,501000,>20000,"[""lifestyle""]",active_talent,42612,7/16/18,7/19/18,3,1,instagram,1,7/16/18,27,25-34,California,US,female,12,1,<20,America/Los_Angeles,37.5331,-122.2471,0,1,lifestyle,,,,
273192,14200,10000-20000,"[""comedy""]",sent_contract,883,7/18/18,,,0,instagram,1,7/16/18,22,18-24,California,US,male,20,2,<20,America/Los_Angeles,34.1693,-118.2663,0,1,comedy,,,,
228112,2759,1000-3000,"[""fashion""]",not_interested,8053,6/22/18,,,0,instagram,0,6/21/18,,UNKNOWN,,US,female,3,,<20,America/Los_Angeles,,,0,1,fashion,,,,
259007,18000,10000-20000,"[""lifestyle""]",active_talent,42612,7/11/18,7/18/18,7,1,instagram,1,7/11/18,23,18-24,Florida,US,female,15,1,<20,America/New_York,,,0,1,lifestyle,,,,
260998,30000,>20000,"[""performance""]",sent_contract,2536,7/13/18,,,0,instagram,1,7/12/18,19,18-24,New York,US,female,328,0,>200,America/New_York,40.7143,-74.006,0,1,performance,,,,
252710,2487,1000-3000,"[""performance""]",sent_contract,883,7/10/18,,,0,facebook,1,7/7/18,41,35+,Leinster,IE,male,1,2,<20,Europe/Dublin,53.3331,-6.2489,0,1,performance,,,,
204145,500,<1000,"[""comedy""]",active_talent,47,6/14/18,6/24/18,10,1,instagram,0,6/13/18,29,25-34,South Carolina,US,female,111,-1,60-120,America/New_York,33.3615,-79.2759,0,1,comedy,,,,
237824,1000,<1000,"[""comedy""]",active_talent,47,6/29/18,7/5/18,6,1,instagram,0,6/28/18,22,18-24,,US,male,93,0,60-120,America/Phoenix,,,0,1,comedy,,,,
231234,895,<1000,"[""performance""]",active_talent,47,7/2/18,7/5/18,3,1,youtube,1,6/23/18,,UNKNOWN,California,US,male,44,-8,20-60,America/Los_Angeles,,,0,1,performance,,,,
279110,13678,10000-20000,"[""comedy""]",active_talent,223391,7/18/18,7/20/18,2,1,instagram,1,7/18/18,31,25-34,Illinois,US,male,22,,20-60,America/Chicago,42.1286,-88.0337,0,1,comedy,,,,
291770,5155,3000-6000,"[""lifestyle""]",sent_contract,15253,7/24/18,,,0,instagram,1,7/23/18,26,25-34,Kansas,US,female,13,0,<20,America/Chicago,38.9499,-94.7453,0,1,lifestyle,,,,
246003,772,<1000,"[""performance""]",active_talent,47,7/3/18,7/7/18,4,1,instagram,1,7/3/18,17,13-17,Georgia,US,male,9,2,<20,America/New_York,33.749,-84.388,0,1,performance,,,,
246321,4645,3000-6000,"[""lifestyle""]",sent_contract,103328,7/6/18,,,0,instagram,1,7/3/18,30,25-34,California,US,female,0,4,<20,America/Los_Angeles,33.7474,-117.9939,0,1,lifestyle,,,,
255329,891,<1000,"[""performance""]",active_talent,223391,7/10/18,7/19/18,9,1,instagram,1,7/9/18,26,25-34,Pennsylvania,US,male,2,-1,<20,America/New_York,40.2921,-76.4259,0,1,performance,,,,
257248,4422,3000-6000,"[""performance""]",sent_contract,2536,7/12/18,,,0,instagram,1,7/10/18,28,25-34,,US,male,2,-2,<20,America/New_York,,,0,1,performance,,,,
261194,5229,3000-6000,"[""comedy""]",interviewed,245925,7/12/18,,,0,instagram,0,7/12/18,27,25-34,New York,US,male,0,,<20,America/New_York,41.5458,-73.7815,0,1,comedy,,,,
256079,24700,>20000,"[""fashion""]",sent_contract,3737,7/12/18,,,0,instagram,1,7/9/18,33,25-34,,US,male,0,-3,<20,America/New_York,,,0,1,fashion,,,,
241904,4000,3000-6000,"[""comedy""]",active_talent,47,7/2/18,7/6/18,4,1,instagram,1,7/1/18,30,25-34,Kentucky,US,male,507,-1,>200,America/New_York,38.049,-84.4855,0,1,comedy,,,,
211828,2108,1000-3000,"[""travel""]",sent_contract,944,6/25/18,7/3/18,8,0,instagram,1,6/15/18,20,18-24,Pennsylvania,US,male,27,-6,20-60,America/New_York,,,1,1,travel,,,,
274352,6843,6000-10000,"[""lifestyle""]",active_talent,42612,7/17/18,7/20/18,3,1,instagram,1,7/16/18,47,35+,Florida,US,male,19,0,<20,America/New_York,25.8941,-80.1821,0,1,lifestyle,,,,
247924,2385,1000-3000,"[""fashion""]",active_talent,8053,7/9/18,7/12/18,3,1,instagram,1,7/4/18,34,25-34,,US,female,11,-4,<20,America/Chicago,,,0,1,fashion,,,,
250887,16000,10000-20000,"[""lifestyle""]",sent_contract,2536,7/6/18,,,0,instagram,1,7/5/18,32,25-34,New York,US,female,0,2,<20,America/New_York,40.791,-73.9256,0,1,lifestyle,,,,
246889,2599,1000-3000,null,sent_contract,2536,7/6/18,,,0,instagram,1,7/3/18,,UNKNOWN,,US,female,1,0,<20,America/New_York,,,0,,,,,,
255401,1546,1000-3000,"[""comedy""]",active_talent,223391,7/9/18,7/12/18,3,1,instagram,1,7/9/18,27,25-34,Maryland,US,male,5,1,<20,America/New_York,39.3405,-76.4962,0,1,comedy,,,,
248671,1257,1000-3000,"[""dance""]",active_talent,42612,7/5/18,7/20/18,15,1,instagram,1,7/4/18,22,18-24,,US,male,0,1,<20,America/Los_Angeles,,,0,1,dance,,,,
15363,12200,10000-20000,"[""lifestyle""]",active_talent,47,4/19/18,5/16/18,27,1,instagram,0,4/24/18,,UNKNOWN,Bahia,BR,female,254,8,>200,America/Bahia,-12.9833,-38.5167,0,1,lifestyle,,,,
281714,25700,>20000,"[""lifestyle""]",sent_contract,103328,7/27/18,,,0,instagram,1,7/19/18,,UNKNOWN,Massachusetts,US,female,24,1,20-60,America/New_York,42.3605,-71.0548,0,1,lifestyle,,,,
227973,4349,3000-6000,"[""fashion""]",sent_contract,8053,6/22/18,,,0,instagram,1,6/21/18,29,25-34,Illinois,US,female,17,0,<20,America/Chicago,41.7439,-87.9343,0,1,fashion,,,,
226319,4611,3000-6000,"[""fashion"", ""lifestyle""]",active_talent,8053,6/20/18,6/29/18,9,1,instagram,1,6/20/18,26,25-34,California,US,female,9,2,<20,America/Los_Angeles,34.1854,-118.3908,0,2,fashion,lifestyle,,,
239777,7183,6000-10000,"[""fashion""]",active_talent,223391,7/3/18,7/8/18,5,1,instagram,1,6/30/18,25,18-24,,US,female,6,-1,<20,America/Chicago,,,0,1,fashion,,,,
42985,14100,10000-20000,"[""comedy""]",active_talent,47,6/5/18,6/6/18,1,1,instagram,0,5/9/18,22,18-24,California,US,male,837,-27,>200,America/Los_Angeles,34.1281,-118.2893,0,1,comedy,,,,
190447,1869,1000-3000,"[""comedy""]",active_talent,47,6/4/18,6/6/18,2,1,instagram,0,6/1/18,37,35+,New Mexico,US,male,315,0,>200,America/Denver,35.0845,-106.6511,0,1,comedy,,,,
183393,4306,3000-6000,"[""performance""]",active_talent,47,6/5/18,6/6/18,1,1,instagram,0,5/26/18,23,18-24,Nevada,US,female,212,-9,>200,America/Los_Angeles,39.4907,-119.9028,0,1,performance,,,,
249883,1966,1000-3000,"[""comedy""]",active_talent,223391,7/6/18,7/12/18,6,1,instagram,1,7/5/18,20,18-24,,US,male,2,1,<20,America/New_York,,,0,1,comedy,,,,
257640,89100,>20000,"[""fashion""]",active_talent,223391,7/10/18,7/19/18,9,1,instagram,1,7/10/18,27,25-34,New York,US,female,1,6,<20,America/New_York,,,0,1,fashion,,,,
255020,2016,1000-3000,"[""lifestyle""]",sent_contract,245925,7/9/18,,,0,instagram,1,7/8/18,30,25-34,Maryland,US,male,0,1,<20,America/New_York,38.8922,-76.7681,0,1,lifestyle,,,,
202017,647,<1000,"[""performance""]",active_talent,42612,6/20/18,7/3/18,13,1,instagram,1,6/11/18,20,18-24,Pennsylvania,US,female,70,-9,60-120,America/New_York,40.1757,-76.1658,0,1,performance,,,,
262161,3079,3000-6000,null,active_talent,33156,7/24/18,7/26/18,2,1,instagram,0,7/12/18,26,25-34,,US,female,2,-8,<20,America/Chicago,,,0,,,,,,
259660,935,<1000,"[""performance""]",sent_contract,103328,7/16/18,,,0,instagram,1,7/11/18,23,18-24,California,US,female,0,-5,<20,America/Los_Angeles,,,0,1,performance,,,,
299169,7027,6000-10000,"[""performance""]",active_talent,42612,7/27/18,7/31/18,4,1,instagram,1,7/27/18,30,25-34,,US,male,9,0,<20,,37.751,-97.822,0,1,performance,,,,
228280,491,<1000,"[""performance""]",active_talent,8053,6/25/18,6/28/18,3,1,instagram,1,6/21/18,21,18-24,,US,female,51,1,20-60,America/Los_Angeles,,,0,1,performance,,,,
229222,603,<1000,"[""performance""]",active_talent,8053,6/22/18,6/27/18,5,1,instagram,1,6/22/18,22,18-24,California,US,male,34,2,20-60,America/Los_Angeles,34.1854,-118.3908,0,1,performance,,,,
234773,50000,>20000,"[""travel""]",sent_contract,883,6/28/18,,,0,instagram,1,6/27/18,21,18-24,Florida,US,male,28,0,20-60,America/New_York,25.7889,-80.2962,0,1,travel,,,,
99203,456,<1000,"[""performance""]",active_talent,33156,7/6/18,7/20/18,14,1,instagram,0,5/16/18,21,18-24,Illinois,US,male,16,-2,<20,America/Los_Angeles,37.459,-122.1781,0,1,performance,,,,
259195,3878,3000-6000,"[""performance""]",active_talent,33156,7/12/18,7/23/18,11,1,instagram,1,7/11/18,25,18-24,New York,US,male,2,0,<20,America/New_York,41.5965,-73.911,0,1,performance,,,,
277429,32000,>20000,"[""lifestyle""]",active_talent,42612,7/19/18,7/27/18,8,1,instagram,1,7/17/18,,UNKNOWN,California,US,UNKNOWN,16,1,<20,America/Los_Angeles,34.2868,-118.614,0,1,lifestyle,,,,
290932,857,<1000,"[""lifestyle""]",sent_contract,883,7/26/18,,,0,instagram,1,7/23/18,28,25-34,Pennsylvania,US,male,6,2,<20,America/New_York,27.9668,-80.5097,0,1,lifestyle,,,,
190062,15425,10000-20000,"[""performance""]",not_interested,42612,6/4/18,,,0,youtube,0,6/1/18,19,18-24,California,US,male,5,,<20,America/Los_Angeles,37.9912,-121.8098,0,1,performance,,,,
233434,1189,1000-3000,"[""lifestyle""]",not_interested,8053,6/25/18,,,0,instagram,1,6/25/18,20,18-24,California,US,male,8,1,<20,America/Los_Angeles,,,0,1,lifestyle,,,,
236102,1280,1000-3000,"[""performance""]",sent_contract,883,6/28/18,,,0,instagram,1,6/27/18,,UNKNOWN,,US,UNKNOWN,1,2,<20,America/New_York,,,0,1,performance,,,,
291263,889,<1000,"[""fashion""]",sent_contract,15253,7/24/18,,,0,instagram,1,7/23/18,32,25-34,Missouri,US,female,7,0,<20,America/Chicago,39.1166,-94.4081,0,1,fashion,,,,
211205,11000,10000-20000,"[""lifestyle""]",active_talent,42612,6/20/18,7/5/18,15,1,instagram,1,6/15/18,37,35+,Tennessee,US,male,9,2,<20,America/Chicago,35.7982,-86.4356,0,1,lifestyle,,,,
225833,3131,3000-6000,"[""performance""]",active_talent,8053,6/25/18,7/1/18,6,1,instagram,1,6/20/18,27,25-34,Ohio,US,male,11,0,<20,America/New_York,,,0,1,performance,,,,
248056,2302,1000-3000,"[""fashion""]",not_interested,222515,7/6/18,,,0,instagram,0,7/4/18,29,25-34,,US,male,0,,<20,America/Chicago,,,0,1,fashion,,,,
290841,9878,6000-10000,"[""performance""]",sent_contract,3737,7/23/18,,,0,instagram,1,7/23/18,24,18-24,Connecticut,US,male,10,0,<20,America/New_York,41.777,-72.5236,0,1,performance,,,,
254489,2152,1000-3000,"[""sport""]",active_talent,42612,7/10/18,7/20/18,10,1,instagram,1,7/8/18,29,25-34,California,US,female,13,0,<20,America/Los_Angeles,,,0,1,sport,,,,
196578,695,<1000,"[""comedy""]",active_talent,42612,7/24/18,7/29/18,5,1,instagram,1,6/7/18,22,18-24,North Carolina,US,male,63,-45,60-120,America/New_York,35.1462,-78.9943,0,1,comedy,,,,
203107,1151,1000-3000,"[""lifestyle""]",active_talent,33156,6/20/18,6/22/18,2,1,instagram,0,6/12/18,33,25-34,England,GB,female,227,-8,>200,Europe/London,51.35,-0.7333,0,1,lifestyle,,,,
194569,686000,>20000,"[""lifestyle""]",potential,15253,6/12/18,,,0,instagram,0,6/4/18,32,25-34,California,US,female,53,-5,20-60,America/Los_Angeles,34.1032,-118.4525,0,1,lifestyle,,,,
275843,571,<1000,"[""fashion""]",active_talent,223391,7/18/18,7/26/18,8,1,instagram,1,7/16/18,28,25-34,,US,female,12,0,<20,America/Chicago,,,0,1,fashion,,,,
188484,97000,>20000,"[""lifestyle""]",sent_contract,8053,6/25/18,,,0,youtube,1,5/31/18,22,18-24,California,US,female,48,1,20-60,America/Los_Angeles,34.1854,-118.3908,0,1,lifestyle,,,,
230419,1298,1000-3000,"[""comedy""]",active_talent,8053,6/25/18,7/1/18,6,1,instagram,1,6/23/18,22,18-24,California,US,male,32,2,20-60,America/Los_Angeles,33.7866,-118.2987,0,1,comedy,,,,
254391,17355,10000-20000,"[""performance""]",not_qualified,222515,7/11/18,,,0,instagram,0,7/8/18,24,18-24,Michigan,US,male,0,1,<20,America/Detroit,42.4178,-83.1045,0,1,performance,,,,
280046,2917,1000-3000,"[""lifestyle""]",active_talent,223391,7/20/18,7/25/18,5,1,instagram,1,7/18/18,102,35+,Illinois,US,female,23,0,20-60,America/Chicago,41.4271,-87.5981,0,1,lifestyle,,,,
247586,146633,>20000,"[""fashion""]",sent_contract,883,7/5/18,,,0,youtube,1,7/4/18,21,18-24,,BR,female,1,7,<20,America/Sao_Paulo,,,0,1,fashion,,,,
226616,13700,10000-20000,"[""fashion"", ""lifestyle""]",active_talent,8053,6/20/18,7/10/18,20,1,instagram,0,6/20/18,21,18-24,,US,female,209,23,>200,America/Los_Angeles,,,0,2,fashion,lifestyle,,,
245570,252700,>20000,"[""comedy""]",active_talent,223391,7/5/18,7/10/18,5,1,musicaly,1,7/3/18,21,18-24,Florida,US,male,152,0,120-200,America/New_York,30.1672,-81.7715,0,1,comedy,,,,
257604,10000,6000-10000,"[""fashion""]",sent_contract,2536,7/13/18,,,0,instagram,1,7/10/18,,UNKNOWN,,DE,female,15,1,<20,Europe/Berlin,,,0,1,fashion,,,,
247251,10000,6000-10000,"[""lifestyle""]",active_talent,42612,7/16/18,7/21/18,5,1,instagram,1,7/4/18,31,25-34,,US,female,4,2,<20,America/New_York,,,0,1,lifestyle,,,,
260562,987,<1000,"[""performance""]",not_interested,222515,7/17/18,,,0,instagram,1,7/12/18,37,35+,Maryland,US,female,0,0,<20,America/New_York,38.9186,-76.7862,0,1,performance,,,,
276870,7000,6000-10000,"[""lifestyle""]",active_talent,42612,7/17/18,7/21/18,4,1,instagram,1,7/17/18,18,13-17,Florida,US,female,7,2,<20,America/New_York,,,0,1,lifestyle,,,,
202743,15200,10000-20000,null,sent_contract,8053,6/13/18,,,0,instagram,1,6/12/18,32,25-34,Georgia,US,female,4,1,<20,America/New_York,37.3398,-77.4586,0,,,,,,
277331,1483,1000-3000,"[""dance""]",sent_contract,883,7/18/18,,,0,instagram,1,7/17/18,24,18-24,,US,male,26,0,20-60,America/New_York,,,0,1,dance,,,,
250443,1461,1000-3000,"[""travel""]",active_talent,42612,7/10/18,7/17/18,7,1,instagram,1,7/5/18,28,25-34,,US,male,4,3,<20,America/Sao_Paulo,,,0,1,travel,,,,
233381,17000,10000-20000,"[""fashion""]",active_talent,42612,7/13/18,7/19/18,6,1,instagram,1,6/25/18,27,25-34,Indiana,US,female,2,2,<20,America/Chicago,38.0281,-87.5119,0,1,fashion,,,,
251417,35000,>20000,"[""comedy""]",active_talent,42612,7/6/18,7/16/18,10,1,instagram,1,7/6/18,26,25-34,California,US,female,4,1,<20,America/Los_Angeles,,,0,1,comedy,,,,
2805,3164,3000-6000,"[""travel""]",active_talent,47,4/25/18,5/18/18,23,1,instagram,0,4/9/18,26,25-34,Ontario,CA,female,72,-16,60-120,America/Toronto,43.6518,-79.5076,0,1,travel,,,,
253641,1170,1000-3000,"[""comedy""]",active_talent,8053,7/9/18,7/13/18,4,1,instagram,1,7/7/18,27,25-34,California,US,male,1,0,<20,America/Los_Angeles,34.0686,-117.939,0,1,comedy,,,,
279165,2593,1000-3000,null,active_talent,8053,7/19/18,7/23/18,4,1,instagram,1,7/18/18,21,18-24,District of Columbia,US,male,31,0,20-60,America/New_York,38.952,-77.02,0,,,,,,
250154,124000,>20000,"[""fashion""]",sent_contract,227915,7/6/18,,,0,instagram,1,7/5/18,23,18-24,Pennsylvania,US,male,1,7,<20,America/New_York,,,0,1,fashion,,,,
257164,13000,10000-20000,"[""sport""]",sent_contract,2536,7/13/18,,,0,instagram,1,7/10/18,28,25-34,Texas,US,male,0,1,<20,America/Chicago,30.2414,-97.7687,0,1,sport,,,,
259888,13200,10000-20000,"[""pet""]",active_talent,223391,7/16/18,7/20/18,4,1,instagram,1,7/11/18,30,25-34,California,US,female,3,-3,<20,America/Los_Angeles,34.0584,-118.278,0,1,pet,,,,
200873,31300,>20000,"[""comedy""]",sent_contract,8053,6/13/18,,,0,instagram,1,6/10/18,42,35+,Texas,US,female,17,0,<20,America/Chicago,29.5074,-95.0949,0,1,comedy,,,,
267691,772,<1000,"[""lifestyle""]",active_talent,42612,7/16/18,7/22/18,6,1,instagram,1,7/14/18,21,18-24,Michigan,US,female,3,2,<20,America/Detroit,42.4634,-83.4646,0,1,lifestyle,,,,
232341,1981,1000-3000,"[""performance""]",active_talent,8053,6/27/18,7/5/18,8,1,instagram,1,6/24/18,16,13-17,,US,female,9,1,<20,America/New_York,,,0,1,performance,,,,
273865,2216,1000-3000,"[""fashion""]",active_talent,223391,7/16/18,7/19/18,3,1,instagram,1,7/16/18,23,18-24,Alberta,CA,female,38,2,20-60,America/Edmonton,,,0,1,fashion,,,,
233749,1214,1000-3000,"[""lifestyle""]",sent_contract,227915,6/26/18,,,0,instagram,1,6/26/18,32,25-34,,US,female,27,0,20-60,America/New_York,,,0,1,lifestyle,,,,
231649,855,<1000,"[""fashion""]",not_interested,8053,6/27/18,,,0,instagram,0,6/24/18,25,18-24,,US,male,0,,<20,America/Mexico_City,,,0,1,fashion,,,,
274986,1102,1000-3000,"[""performance""]",sent_contract,245925,7/17/18,,,0,instagram,1,7/16/18,23,18-24,,US,male,20,0,<20,America/Chicago,,,0,1,performance,,,,
247627,6063,6000-10000,"[""comedy""]",not_interested,222515,7/11/18,,,0,instagram,1,7/4/18,24,18-24,California,US,male,0,-5,<20,America/Los_Angeles,,,0,1,comedy,,,,
134840,13300,10000-20000,"[""lifestyle""]",active_talent,8053,5/23/18,6/28/18,36,1,instagram,0,5/19/18,19,18-24,Arizona,US,female,85,1,60-120,America/Phoenix,33.4357,-111.9171,0,1,lifestyle,,,,
280297,2965,1000-3000,"[""performance""]",active_talent,223391,7/19/18,7/25/18,6,1,instagram,1,7/18/18,21,18-24,California,US,female,14,3,<20,America/Los_Angeles,33.7693,-117.8797,0,1,performance,,,,
245308,145,<1000,"[""performance""]",active_talent,42612,7/5/18,7/15/18,10,1,youtube,0,7/2/18,26,25-34,Maryland,US,male,83,5,60-120,America/New_York,,,0,1,performance,,,,
40683,163300,>20000,"[""comedy""]",active_talent,223391,7/6/18,7/15/18,9,1,musicaly,1,5/7/18,17,13-17,Maine,US,male,39,2,20-60,America/New_York,44.5616,-69.5559,0,1,comedy,,,,
257135,19074,10000-20000,"[""travel""]",interviewed,222515,7/16/18,,,0,instagram,0,7/10/18,28,25-34,Ohio,US,female,0,,<20,America/New_York,39.3522,-84.2994,0,1,travel,,,,
231289,1319,1000-3000,"[""lifestyle""]",active_talent,8053,6/28/18,7/3/18,5,1,instagram,1,6/23/18,22,18-24,,US,male,40,-4,20-60,,37.751,-97.822,0,1,lifestyle,,,,
225473,46000,>20000,"[""performance"", ""fashion"", ""lifestyle""]",active_talent,8053,6/20/18,7/19/18,29,1,instagram,1,6/20/18,21,18-24,California,US,female,62,0,60-120,America/Los_Angeles,34.7255,-118.4796,0,3,performance,fashion,lifestyle,,
143184,6205,6000-10000,"[""dance""]",active_talent,8053,5/28/18,7/4/18,37,1,instagram,0,5/20/18,21,18-24,New Jersey,US,female,40,0,20-60,America/New_York,40.7516,-74.1202,0,1,dance,,,,
260878,893,<1000,"[""lifestyle""]",interviewed,222515,7/16/18,,,0,instagram,0,7/12/18,21,18-24,California,US,female,0,,<20,America/Los_Angeles,37.4419,-122.143,0,1,lifestyle,,,,
188149,,,null,active_talent,,6/6/18,6/7/18,1,1,other,0,5/31/18,21,18-24,Duhok Governorate,IQ,male,12,-3,<20,Asia/Baghdad,33,44,0,,,,,,
245829,4000,3000-6000,"[""travel""]",sent_contract,2536,7/3/18,,,0,instagram,1,7/3/18,21,18-24,,US,male,0,1,<20,Africa/Tunis,,,0,1,travel,,,,
282717,52300,>20000,"[""fashion""]",followup,883,7/20/18,,,0,instagram,0,7/19/18,36,35+,District of Columbia,US,female,15,,<20,America/New_York,38.952,-77.02,0,1,fashion,,,,
251540,47441,>20000,"[""performance"", ""fashion"", ""lifestyle""]",active_talent,223391,7/9/18,7/13/18,4,1,instagram,1,7/6/18,25,18-24,California,US,female,31,2,20-60,America/Los_Angeles,,,0,3,performance,fashion,lifestyle,,
274930,2840,1000-3000,null,active_talent,33156,7/25/18,7/28/18,3,1,instagram,1,7/16/18,20,18-24,New York,US,female,9,-1,<20,America/New_York,40.7035,-73.9235,0,,,,,,
229628,8000,6000-10000,"[""performance""]",active_talent,47,6/27/18,7/2/18,5,1,instagram,1,6/22/18,22,18-24,,US,male,23,-4,20-60,,37.751,-97.822,0,1,performance,,,,
267733,2536,1000-3000,null,active_talent,8053,7/19/18,7/24/18,5,1,instagram,1,7/14/18,21,18-24,,US,female,6,1,<20,America/Los_Angeles,,,0,,,,,,
295823,769,<1000,"[""fashion""]",sent_contract,2536,7/25/18,,,0,instagram,1,7/25/18,25,18-24,Virginia,US,female,5,3,<20,America/New_York,38.8177,-77.1527,0,1,fashion,,,,
281763,4238,3000-6000,"[""travel""]",sent_contract,883,7/20/18,,,0,instagram,1,7/19/18,27,25-34,California,US,male,15,8,<20,America/Los_Angeles,36.175,-115.1372,0,1,travel,,,,
29406,4194,3000-6000,"[""comedy""]",active_talent,47,6/5/18,7/29/18,54,1,instagram,0,4/30/18,17,13-17,England,GB,male,3175,-34,>200,Europe/London,51.6167,-0.3167,0,1,comedy,,,,
226663,500,<1000,"[""performance""]",active_talent,47,6/28/18,7/1/18,3,1,instagram,1,6/20/18,37,35+,California,US,male,107,-8,60-120,America/Los_Angeles,,,0,1,performance,,,,
252463,1040,1000-3000,"[""performance""]",sent_contract,222515,7/10/18,,,0,instagram,1,7/6/18,44,35+,,SG,male,0,-2,<20,Asia/Singapore,,,0,1,performance,,,,
254029,779,<1000,"[""lifestyle""]",sent_contract,245925,7/9/18,,,0,instagram,1,7/8/18,,UNKNOWN,New York,US,UNKNOWN,0,1,<20,America/New_York,,,0,1,lifestyle,,,,
251754,1663,1000-3000,"[""fashion""]",sent_contract,883,7/9/18,,,0,instagram,1,7/6/18,23,18-24,New York,US,female,3,-3,<20,America/New_York,,,0,1,fashion,,,,
229057,536,<1000,"[""sport""]",sent_contract,8053,6/25/18,,,0,instagram,1,6/22/18,21,18-24,New York,US,female,44,-3,20-60,America/New_York,40.8006,-73.9653,0,1,sport,,,,
258028,2042,1000-3000,"[""lifestyle""]",active_talent,223391,7/12/18,7/20/18,8,1,instagram,1,7/10/18,21,18-24,New York,US,female,5,2,<20,America/New_York,40.7035,-73.9235,0,1,lifestyle,,,,
238541,4168,3000-6000,"[""lifestyle""]",sent_contract,2536,7/2/18,,,0,instagram,1,6/29/18,26,25-34,,US,male,0,0,<20,America/New_York,,,0,1,lifestyle,,,,
258300,2323,1000-3000,"[""lifestyle""]",active_talent,223391,7/17/18,7/30/18,13,1,instagram,1,7/10/18,23,18-24,,US,female,0,3,<20,America/Los_Angeles,,,0,1,lifestyle,,,,
250531,2028,1000-3000,"[""lifestyle""]",followup,883,7/12/18,,,0,instagram,0,7/5/18,,UNKNOWN,,US,UNKNOWN,0,,<20,America/Los_Angeles,,,0,1,lifestyle,,,,
236192,109000,>20000,"[""performance""]",active_talent,42612,7/6/18,7/12/18,6,1,instagram,1,6/28/18,20,18-24,,US,male,3,2,<20,America/Los_Angeles,,,0,1,performance,,,,
230589,8000,6000-10000,"[""fashion""]",active_talent,42612,6/26/18,7/5/18,9,1,instagram,1,6/23/18,33,25-34,New Jersey,US,male,10,1,<20,America/New_York,40.7904,-74.0247,0,1,fashion,,,,
209125,,,"[""travel""]",active_talent,33156,6/19/18,6/27/18,8,1,other,1,6/14/18,28,25-34,California,US,male,43,-3,20-60,America/Los_Angeles,,,0,1,travel,,,,
259600,74000,>20000,"[""performance""]",sent_contract,2536,7/13/18,,,0,instagram,1,7/11/18,34,25-34,,US,female,2,-2,<20,America/Los_Angeles,,,0,1,performance,,,,
255602,6772,6000-10000,"[""fashion""]",sent_contract,2536,7/10/18,,,0,instagram,1,7/9/18,30,25-34,New York,US,female,0,1,<20,America/New_York,40.791,-73.9256,0,1,fashion,,,,
233211,30000,>20000,"[""dance""]",active_talent,42612,6/25/18,6/28/18,3,1,instagram,1,6/25/18,27,25-34,New York,US,male,63,1,60-120,America/New_York,40.7805,-73.9512,0,1,dance,,,,
224075,3000,1000-3000,"[""performance""]",active_talent,42612,6/21/18,6/29/18,8,1,instagram,1,6/19/18,,UNKNOWN,,CA,UNKNOWN,15,0,<20,America/Montreal,,,0,1,performance,,,,
237925,157000,>20000,"[""comedy""]",active_talent,42612,6/29/18,7/4/18,5,1,instagram,1,6/29/18,22,18-24,Illinois,US,male,80,0,60-120,America/Chicago,,,0,1,comedy,,,,
228140,4371,3000-6000,"[""performance"", ""fashion""]",not_interested,8053,6/21/18,,,0,instagram,0,6/21/18,,UNKNOWN,,US,female,5,,<20,America/Chicago,,,0,2,performance,fashion,,,
